sentence,sentiment
GREAT PRODUCT FOR THE PRICE,1
Fits me like a tailored shirt,1
"I'm 6'2"" 220 and for $20 there is no better shirt out there",1
Medium weight fabric feels just right for colder weather,1
wonderful,1
Thus shirt was nothing like a ?úregular cut??shirt I have bought before,1
"Too small, too tight",2
fit me perfectly,1
"Great shirt, well made, nice color and very good fit",1
Nice fit and finish,1
Looks good out of the dryer,1
Tight for a regular fit shirt,2
Shirt material is extremely thin,2
transparent,2
", and made of Polyester",2
"Therefore, it also very hot and uncomfortable",2
I would not have purchased had it not been advertised as 100% cotton,2
False advertising,2
Like everything will definitely buy again,1
"Slim fit, not regular fit",2
Nice shirt for the price,1
I like the shirt a lot,1
Good price,1
Good quality,1
Very poor quality stitching  thread is being used,2
Fabric is average either,0
Great quality shirt that fits perfectly,1
Tighter than other shirts in same size,2
Very pleased with product,1
"I will be getting more, good quality and price",1
I like the quality and the fit was one point,1
These shirts are great dress shirts at a very fair price,1
This shirt fit way too tight,2
Had to send back,2
A little tight otherwise surprisingly nice shirt,1
What a great shirt at a great price,1
Since this is sized with US measurements I was confident I would get the size I needed as surely as if I went to the store and bought it,1
Very satisfied,1
The cloth is low quality and thin,2
Transparent,2
Buttons dont sit well,2
Soooooooo scratchy,2
Prefect thank u,1
Easy care and looks good,1
Love it,1
"Great shirt, the fabric is soft and carves very well, Amazon Essentials definitely my choice",1
NICE FIT AND FINISH,1
QUALITY WAS BETTER THAN I EXPECTED,1
Fits fine,1
Great for the holidays,1
These shirts I ordered in November for Christmas presents,0
As of today we threw 2 out due to getting holes in elbows,2
Very thin shirt,2
Guess you get what you pay for,0
Pretty decent shirt fits good,1
My husband makes this shirt look good,0
Or does this shirt make my husband look good? ?§î Either way it?ôs a very nice looking shirt,1
Great fit and everything we expected,1
Great fit and style,1
Material a little thin,2
The material and fit was good,1
The shirt is for meetings and formal occasions,0
It arrived dirty,2
Good value,1
too small,2
neck is true to size but not the rest of the shirt,2
this goes for all colors,0
Fit surprisingly well,1
I?ôve been wearing shirts with 34/35 sleeves for 30 years,0
Thes sleeves on this shirt are way too long,2
Fits like a 36??sleeve,2
"Otherwise, I thought the shirt was good",1
Great shirt,1
Excellent shirt,1
The color was pale pink and perfect for a beach Valentine's Day wedding,1
The shirt was tight for the neck and sleeve length ordered,2
Maybe because it is made in China and the shapes are different,2
Great value for the price,1
Nice shirt,1
"Very nice, as expected and good for a basic white work shirt",1
"If you?ôre at all athletic/slim, know that you?ôd need to take it in at the waist in order to avoid a bulky look",0
A litle tight at waist,2
Smaller than other brands with similar cut and size,2
A+,1
Sizes need to be adjusted as the 17 is really a size 16,2
Couldn't wear it so cannot comment on quality,2
Great fit,1
Great shirt for the price,1
"I loved it , since I'm 6""3 I would like the shirt a little more longer",1
I hope amazon essentials in the future have more products for tall people,0
3rd one Rock star,1
Very nice fabric and seems like sturdy material,1
Just doesn?ôt fit the best,2
Fits good,1
It is a darker color purple than what the picture shows,2
It is also not a generous fit around the belly like other brands of shirts that are listed as regular fit,2
Poor quality fabric,2
Not cotton,2
Felt like polyester or fiberglass,2
Good fit and decent quality for price,1
La calidad es muy buena,1
It did not fit,2
I need to learn how to return it,2
Quality is ok,1
"Good quality shirt, it does not wrinkle and it repels stains, but fits more like a Slim Fit as opposed to a Regular Fit",0
I typically wear a Large and have never had this issue with other brands,2
Great fit,1
Ready to wear right out of the package,1
Perfect,1
Great dress shirt at an amazing price,1
Wears well and launders nicely,1
Not even close to the right size,2
I wear a 16,0
5 32/33 and this is wildly wrong,2
I couldn't even button it,2
It fit as expected,1
Would purchase again,1
Too small,2
Too tight,2
Shirt looked good and felt good,1
A little bit tight around chest and restricting when lifting arms,2
Runs a little small,2
"Very poor fabric quality, thin to almost sheer",2
Width is more of slim fit than regular compared to other shirts of regular size,2
Returned,2
Great product,1
Wrinkle free,1
"Fits perfectly, length is however long than expected",0
"Very nice shirt, especially for the price",1
Much better quality than I?ôve gotten at department stores,1
Great for the price,1
Workmanship is excellent,1
Quality feel,1
Fit as expected,1
The shirt did not fit,2
It was way too small,2
The shirt print was good and quality seemed ok but it definitely is not a traditional regular fit,0
More like athletic fit,0
Had to return,2
This shirt was PERFECT,1
"Measured my kiddo, placed my order, it fit perfectly, and great material too",1
Does not wash well,2
Short sleeves,2
"Good fabric, great fit",1
Very thin material,2
Sizing is a little small,2
Won't buy this again,2
Perfect fit,1
"La camisa muy bonitas, pero ped√≠ 5 camisas 16 1/2 y me vinieron 4 talla 16 1/2 y una 18 1/2 :@ me quedo gigante esa",2
I would add a size large size then what you need,0
Fits nicely - good quality shirt - and no pins,1
Only clips - thanks,1
Love the style that you have on hand,1
Nice shirt,1
A bit thin,2
"Good price, good fit",1
Me qued√≤ perfecta,1
like the look ' good quality ' 100% cotton,1
size is perfect as expected,1
GREAT SHIRTS WILL BUY AGAIN,1
Good Product,1
Too small everywhere,2
"Good workmanship , good 100% cotton material",1
Very pleased,1
David Maman,0
Shirt is cut way too small I think label wrong,2
Got shirt for work,1
Fit is perfect,1
Buying 2 more,1
The description stated regular fit but this shirt fit like a slim fitting shirt,2
Too small,2
Way small,2
Returned,2
Great fitting shirt and nice material,1
Only downside is that the type of material is a lint magnet,2
Nothing that a lint roller cant take care of,2
Good shirt nice price,1
Great quality,1
"Short, cant tuck in, cheap material",2
fabric is very good,1
love my new shirts,1
Nice shirt good fit,1
"Excelente producto, la tela es muy buena",1
La recomiendo,1
Sleeves were a little short,2
But very pleased with the shirt,1
lousy shirt collects lint like a lint collector and it stays on,2
This shirt has a shorter than regular sleeve length that others at 15 1/2 32/33,2
"Great fit, great price, fashionable",1
This was a shirt for my work,1
It was great and I may buy more,1
The label on the shirt indicated 16,0
"5 X 34, which is what I ordered",0
But it was not even close,2
It was probably 15 X 34,2
The fabric is a bit rough but other than that it is a very good shirt,2
Too small,2
Color is good but it?ôs tight,0
"Fit good, looks nice",1
As expected,1
"It?ôs a perfect fit, the Amazon Basics shirts are a hidden gem",1
Works just fine,1
Awesome shirt at an Awesome price,1
Nice fit,1
"Good quality, but not the right fit for me",0
Great shirt for the price but comes out of dryer more wrinkled than my other dress shirts,2
business like yes,1
Great for tall guys,1
NA,0
Sleeves are a little long,2
These shirts are really slim fit shirts not modern fit or classic fit,2
Regular fit title is not accurate,2
"The price, quality, and fit make these a great purchase",1
fits good,1
"Great looking shirt,good fit and laundered well",1
Na,0
i just loved how it went with my vest,1
Great value: good quality and fairly priced,1
This shirt was way too big and the spread collar was too small,2
The shirt was very thin,2
for the cost I was very happy with the shirt,1
Wear a lot of button ups and they can be expensive,0
Great,1
Decent shirt,1
Great shirt,1
No issues good fir,1
I used this product for work at the office,0
Na,0
Great fit and color,1
Love it,1
Definitely recommend,1
Very nice,1
Happy,1
Made for extremely skinny people only,2
I got just what I needed,1
Good material,1
Poor quality,2
Won?ôt buy it again,2
Nice feel and fit,1
not only good shirt also wonderfulness,1
Value for money,1
Great shirt,1
Excellent Quality fits good,1
All white event,0
Fit poor,2
This review is for the white version,0
"It's a very nicely made shirt, and all of the seams are impeccable with a very small number of uncut threads in places",1
"I find it to be true to size, with one caveat regarding the sleeves",1
"The sleeve length is perfect with my arms down, but the sleeves ride up more than those on my other dress shirts when I raise my arms",0
"These have removable collar stays, which is my preference",1
The one thing that I like the least,1
"and the reason for four stars instead of five, even at this price",0
is that the fabric is more transparent than my other shirts,2
"At least with the white color, you'll see skin or an undershirt through it",2
"It's not horrible, mind you, but I prefer a more opaque fabric",2
"All in all, a nice shirt and a good value at the",1
current,1
$20 price point,1
"This is a beautiful, pure white shirt",1
"When I get a new white shirt, I do not usually take it out of its wrap that it comes in, because white shirts begin to age immediately, they begin to turn yellowish or dull",0
"That is why men who must wear suits and ties to work must have a constant new supply of white shirts with long sleeves, in order to look their best,  The men get to the point when they can spot an older white shirt on a colleague, and then they start to think less of this colleague",0
"You can solve this by occasionally wearing a blue shirt or a yellow shirt, if it matches your suit and socks, but best practice is to wear a gleamingly new white shirt",0
"It must have long sleeves, as it is unprofessional to show your arms bare, even on the hottest days",0
This goes for women too - a businesswoman should not show bare arms,1
Or too much neck,0
It is unprofessional,0
"As for hemlines, below the knee is best",1
"I am an expert on dressing for the corporation, after having worked in the corporate world most of my life",0
"Anyway, back to this shirt",0
"As I said, I opened it and tried it on, and the sleeves are a bit too long",2
Too long is better than too short,0
"Too long can be solved with a pair of good, old-fashioned sleeve garters that are white so that they don't stand out",0
Sleeve garters can be found at haberdashery shops or sometimes in the men's department of a good department store,0
"So, you should have sleeve garters on hand",0
The size of a shirt is determined by the neck size,0
"Unfortunately, I have always had a sensitive neck, so I must get a shirt with a neck size of 17 at least",0
This way I won't be pulling at my neck all day long,0
The top button must always be fastened or you will look slovenly,0
"Also, your tie must be tied properly - a double Windsor knot is best",0
Please do not use a clip-on tie or a bow tie,0
"Once in a while, a bow tie is acceptable - maybe once or twice a year, and it must be 100% silk - in fact, all ties must be 100% silk and you are judged by your tie's design and color",0
I have at least 150 ties,0
I do not wear striped ties,0
"I prefer ties with abstract designs, paisleys, and other different designs, and ties must look fresh and unwrinkled",0
The color of a tie is important,0
"I tend toward blues, purples, and lavenders, with intricate patterns",0
"Once in a while I'll wear one of my favorites - a water-colored street scene in Paris, or a dark blue tie with light blue colored turtles that I bought in Switzerland - but do not wear favorites over and over",0
I have a black tie with red polka dots on it that I wear when I don't feel good,0
"When you have many ties, you can just grab one in a hurry and wear it and it'll be fine",0
"Again, back to the shirt",0
"If you can see your skin through the shirt, you must wear a well-fitting white undershirt with short sleeves",0
"You don't want to show your nipples or an extremely hirsuit body, or any scars",0
I have had heart surgery so I always wear an undershirt,0
"To wrap this up, this is a good and useful shirt, but you must adhere to what I have said if you wish to appear well dressed",1
5 stars,1
#NAME?,0
#NAME?,0
Do not dry clean,0
#NAME?,0
Just preference,0
#NAME?,0
#NAME?,0
"- Sleeve cuff is single button, 2 position",0
We got the purple tattersall and I have to say it's much better looking in person,0
The squares are a lot cleaner looking and not as small as they seem online,1
"The up-close listing pic shows it better, I think",0
"It is somewhat non-wrinkly, if I hang it right out of the dryer",1
"That's useful, since we're casual sorts",1
He says it's comfortable to wear as far as fit,0
"No binding, it moves nicely",1
"I do feel like it will wash softer over time, which will make it perfect",1
"But 4 stars for now, sorry",0
"Thanks for not using pins, though",1
Don't forget to use the Smile,0
Amazon,0
com address - It's an Amazon program where many things you buy every day will generate a small donation to the charity of your choice,0
Read about it here:  https://smile,0
amazon,0
com/gp/chpf/about/ref=smi_se_rspo_laas_aas,0
Amazon brands are increasing their scope of affordable products especially in their clothing lines and this shirt is a great example,1
The colors and pattern is conservative  enough to be warn in a business setting but is equally at home at a relaxed casual outing,1
Equally at home under a suit or paired with blue jeans or khakis,1
Construction and cut share details of shirts costing twice the price,1
The collar stays for example are removable and can be replaced with new plastic ones or metal inserts if you have them,0
The sleeves have dual buttons to accommodate your wrist size or watch  and the  sleeve placket also has a button,0
Extra buttons are sewn inside the bottom of the front packet to replace any that might come off over time,0
Stitching is clean and straight,1
"There's a single front breast pocket and the alignment of the fabric pattern matches perfectly the underlying shirt pattern, which is critical in plaid shirt especially",1
Price is very affordable especially if you compare it to any designer label,1
"Money was saved on the shirt fabric as it is a lightweight cotton and suitable, but it isn't a more substantial weave and cotton you would expect to find on a fine shirt",0
So while entirely suitable and attractive it will not replace a high end shirt if that's what you're expecting,0
"I received the 32/33 inch sleeve and 16"" neck which I should not have ordered knowing my arms are extra long, and as expected, if I stretch my arms out straight, the sleeves are just not long enough",2
The cut leans more toward an athletic cut so works best with a slimmer torso,0
"All told, a very good value for the price",1
Attractive and versatile,1
A small deduction for the lower end weight and lack of heft of the fabric,0
"My husband seems to wear a popular size when it comes to dress shirts, so finding them in the local stores can be tough-so I often order online",0
For the most part-men's fitted shirts like this,0
sized collar and sleeve length,0
"seem to fit pretty universally, but for some reason I found this a bit big when he tried it on",2
Granted many companies now make a 'regular' fit and slim fit,0
"This is a regular cut, but still seems a bit big in the chest area",2
"However, a good white shirt is always needed-and because this one seems to run a bit big, my husband can wear it with our without a tie-with for work, without for a more casual, business look",0
"The shirt is well made-buttons sewn on properly, cuffs stitched nicely and the collar lies flat",1
"The material is soft without being too sheer, but has enough rigidity to not look sloppy",1
And the price point makes this a steal,1
"less than $25 for a well made, men's dress shirt?  Yes please",1
"Overall, I like this shirt -- it fits pretty well, it's attractive, and it's well-made",1
Fabric is strong without being rough or stiff,1
Seams are clean and strong,1
The plaid pattern is muted and attractive,1
Fits in with what all the other guys at my office job are wearing,1
My one complaint is that the arms/shoulders are a bit snug,2
"I've cultivated a bit of a belly over the years, and this fits well through the midsection, but it's just a touch tight through the shoulders, and it's snug enough on the arms that flexing my bicep makes me feel like the Hulkamaniac",2
"On the other hand, it's a dress shirt",0
"It doesn't give enough freedom of movement for the secret service, but if you're like me and you spend 8 hours sitting in front of a computer, it's not going to be a problem",0
"This is a quality dress shirt and a bargain at the price -- take that, designers",1
"I have deducted one star because arm movement is slightly restricted -- if you raise your arms, the shirt body lifts up as well",2
A little more give under the arms would be welcome,2
"Otherwise, though, the shirt has everything I like -- a chest pocket, spread collar with slots for stays, two spare buttons attached to the hem, a good long hem, etc",1
The finish seems topnotch -- no loose threads -- and the fabric is 100% cotton for breathability,1
The colors are subdued in this purple tattersall version -- they appear to be a muted purple and gray,0
"All in all, then, this is a great shirt for the money, and the movement issue probably won't matter to workers sitting at desks",1
It is hard to believe that this shirt can be offered at its price point,1
What an incredible value for $20,1
I usually wear a medium or 15 and 1/2 inch neck and the fit was right on,0
This is a very good quality dress shirt with modern styling,1
"The material is thin, which I like as it permits an undershirt and takes an iron well",1
Thicker shirt material tends to be more difficult to iron,0
"Cant speak about longevity, so you may want to bump up in quality if you plan to wear frequently",0
The design is a bit dull and it would be great if they had some more colorful and progressive patterns,2
"However, for an occasional dress shirt user who is on a budget, I just don't see how you could go wrong",1
And I mean that,0
"The shirt is 100%, all in, designed for the office",1
It's the archetypal dress shirt,0
"While yeah, I guess it *could* be used for casual wear",0
it's not going to look casual,0
It's going to look like you're trying too hard,0
"Everything about the tailoring and materials just says ""wear me with a suit and tie",0
"The shirt itself fits just right to size - sleeve length is appropriate, shirttail length is appropriate, and the material is thin enough to be comfortable under a jacket",1
"In sum, a perfectly suitable, not-fancy-just-classic dress shirt",1
A very good piece,1
"I've had good luck with a lot of Amazon Essential stuff, so I'm really surprised about this shirt",2
"First, it doesn't fit well",2
The belly is too tight and the shoulders are,2
"they manage to be both tight and loose at the same time, don't ask me how",2
"The material is also somewhat stiff and uncomfortable, not at all like some of the others",2
"And lastly, the pattern is much bolder than the picture lead me to believe",2
This is a great basic dress shirt that goes with anything,1
It fits well and came out of the wash without shrinking,1
"It's 100% cotton, so it takes a light steaming or ironing, but doesn't need a lot",1
"I wear dress shirts several times a week, and this is one of my new favorites",1
The double pleats really help with range of shoulder motion,1
I'm adding this shirt in outher colors to my wardrobe ASAP,1
"This is a thinner fabric, but not flimsy or super-sheer",1
"The construction is of good quality, and it looks very polished and classy",1
Great value,1
"You can always pay more for higher quality textiles, but for basic button-down-white-shirt, this is a very economical one that presents well",1
I'm so happy to have this shirt,1
"I have been going to a million weddings, and a decent-quality dress shirt is exactly what I need",1
"The white is a good color, the material is comfortable, and overall, it's an attractive shirt",1
"Honestly, no one would ever know that it's ""Amazon Essentials"" brand",1
I highly recommend this shirt for anyone who tears through dress shirts and simply needs more in their arsenal,1
This is a well made white dress shirt,1
It is a must have for all men's wardrobes,1
"It comes in 6 colors: black, blue, lavender, light blue, pink and white",0
The shirt is long sleeve and is a button up design,0
"The hem is rounded, with a double pleat in back, rounded single button cuffs, a chest pocket and spread collar",0
This shirt can be dressed up or down depending on what you wear with it,0
A very nice look,1
"I am pleased with the fit, quality, and feel of this shirt",1
PROS:,1
Excellent fit,1
100% cotton and keeps the body cool,1
Great looks,1
Machine washable,1
CONS:,2
Small imperfections like extra string hanging off some buttons,2
The fit of this shirt rivals that of Banana Republic or J,1
Penny,1
"Give it a shot, you may like it",1
"I've worn a size 18 shirt for many years, and sometimes they're a little small, it all varies by manufacturer",0
But this was ridiculously too small,2
"Wherever these are made, someone needs to give them an accurate sizing guide",2
This shirt is very stylish and fits perfectly for my size,1
The sizing is comparable and matches exactly with what I would expect compared to other shirts I have in this size,1
"I have gotten quite a few compliments from people at work when I wear this shirt, so that is a tremendous positive",1
I would definitely be interested in purchasing other shirt designs of this product,1
The shirt that was mailed to me is not the shirt in the main picture,2
Please be advised that this shirt has one basic pocket on the left and not two as shown in the picture,2
I am disappointed and think that this discrepancy should be addressed by Amazon,2
Beautiful shirt,1
Excellent quality,1
Fit my boyfriend perfectly,1
I ordered a large,0
The actual shirt is so much nicer than the online pictures,1
Colors are a little more vivid than what the pictures show,2
My boyfriend loved this shirt,1
This is a fairly good dress shirt,1
It is thin so it looks best if you wear an undershirt under it,0
It is basically an wrinkle free shirt,0
It has good stitching and is a good fit,1
The regular fit seems to run only slightly larger than some of our other dress shirts,0
"However, overall it?ôs a good shirt",1
We machine wash and line dry,0
This is a gorgeous shirt,1
"It is very well made, fits well and washes beautifully",1
"The fabric has very fine lines of purple and blue for a very subtle, mostly white, plaid",1
The shirt comes out of the dryer ready to wear,1
"It is not slim fit, but regular fit",0
"Next time my hubby needs a dress shirt, we will definitely order another",1
"This shirt is a nice, basic white dress shirt",1
The fabric is a little thin,2
"I don't normally like wearing an undershirt but with this one, I would recommend it",2
The rest is fine,1
"The fit, for me, is fine",1
"It is a little slim, but I also gained a little weight",0
It washes well and irons nicely,1
Fits as expected and the design is classic dress shirt,1
Crisp white color and the stitching is high quality,1
I also like the material very much too,1
It feels good yet holds its shape well even with no or very minimal starch and it is not too thin i,1
not see through at all,1
Pinpoint weave,1
Thi s white cotton dress shirt is ideal for the office,1
It isnicely constructed and true to size,1
I like the double pleat int eh bck and the rounded hem,1
The fabric is light and a bit transparent,2
Undershirts are visible underneath,0
It launders nicely and is a nice quality business essential,1
"This is more of a basic dress shirt, was hoping for a more modern/smooth fit",2
"The collar feels like it's on the larger side for the size, and the arms where the connect feel like they are a bit restricting, not a great fit, ends up being a bit boxy",2
The fabric pattern is subtle but nice,1
Fits well and looks great,1
"It's a bit stiff, and even after some dry-cleaning there isn't much give",2
The material and the cut are similar to more expensive brands from major department stores,1
No way anyone would guess this is an Amazon Essentials brand shirt,1
"I will be ordering more as they are great for office, church or going out",1
The neck fits me perfectly,1
The sleeves are too long,2
The length of the shirt tails is ideal,1
The diameter of the chest is too large,2
"A shame, as the check pattern is perfect, the construction is sound, and the buttons are neatly and tightly sewn on",1
"Nice quality construction, with good attention to finish details",1
"The fabric is attractive, and the spread collar works well with or without a tie",1
"It is amply cut across the belly, so if you prefer a trim or athletic fit, this is not for you",0
Very nice and crisp dress shirt,1
The tattersall plaid pattern is subtle,1
"However, I think the shirt fits a size too small, or maybe I am a size too big?",2
"Anyway , it has a really nice feel, 100% cotton",1
"An 18"" neck and a 36""37"" arm shouldn't have a chest/waist size for a 120 lb man",2
"These shirts were off the chart small, except in the neck and arm length",2
This could have been a Arrow shirt in the 1960s,0
Old school / classic mens' dress shirt,0
"Medium weight fabric, traditional cut and decent fabric",1
Should be good for many wearings,1
This is a well-made shirt,1
"subtle, tattersall pattern with purple lines, appropriately labeled ""essential""",1
Certainly versatile and comfortable,1
Can be worn with slacks or jeans,1
Good price too,1
This runs a bit big as often happens with Amazon shirts,2
It's a nice dress shirt in a comfortable fabric,1
The collar does not button down,2
"The fabric is bit thin, slightly see-through",2
A classic fit that?ôs not billow-y,2
What a concept,0
This fits great,1
Amazon clothing is on par with most mall/department store/big box retail in terms of quality,1
Great value,1
A white button down shirt is a staple in the wardrobe of many men,1
This fits the bill,1
It fits as expected and looks as pictured,1
Solid shirt,1
I have not had good luck finding a really nice dress shirt online,0
"Usually the fabric is too thin, the cut is too narrow, etc",0
This fits the bill perfectly,1
This shirt is a great fit for my husband,1
true to size,1
"He says it is comfortable and easy care, wrinkle-free",1
We've washed it a few times and it looks great,1
"Good price conscience shirt for my slender, tall sons",1
"It's a little thin in the fabric, but is fine with an undershirt",0
"Comfortable fabric, well-made",1
The pattern is nice and the colors subdued,1
Will wash easily and seems durable overall,1
Very nice quality for the price,1
Great work shirt,1
"The  34/35 is about one inch longer, really a 35/36 and more on the 36"" length",2
"Otherwise a great looking shirt, especially for the price",1
Fit perfectly and made with quality material,1
These shirts are the best dress shirts for work,1
I bought 10 of them,1
They don?ôt cost that much so you can buy plenty and not worry about throwing one away if you stained it,1
Very nice quality dress shirt,1
Goes with Levi?ôs and or slacks and fits very nice with a vest and tie,1
Perfect fit after measuring,1
The shirt did not leave much room and I had to order a size larger than normal and it still did,0
This is a great shirt for the price,1
Needed them for funeral,0
color was what we needed,1
Like,1
For me,1
Stuff is really nice but the color is too light,0
I love being able to get a shirt with a choice of sleeve length as I have short arms,0
I'm a 17,0
"5 "" neck and only 5'9"" tall so usually end up with shirts tailored for a gorilla",0
These shirts fit,1
Are well made summer weight shirts,0
I usually pay twice the price at M&amp,0
"S, and the sleeves never fit",0
I have all 4 choices for this reason and wish they did more,0
Very good quality shirt,1
little on the large side but very comfortable,1
One problem however is that the sleeves are really long and I have fairly long arms,2
Great when rolled up but I will need arm braces to wear under a suit,2
Paul,0
Really good fit,1
Fits round my stomach nicely which not all shirts do,1
Arms fit well and are of a generous fit,1
Nice finish hopefully will wear well,1
I am long in the body so 37??sleeve gives you a much longer shirt to fit in the waist,0
Great fit and great material and very smart collar,1
"Very happy , i have the set ie 4 shirts",1
Recommend,1
I have lots of coloured shorts but this allowed a sensible price short in white wrinkle free well easier to iron,1
Fits well and feels comfy,1
Nice looking well made shirt,1
Washes well and dries fairly crease free,1
I hate ironing,0
Few minutes in tumble dryer on decrease setting and it?ôs ready to wear again,1
Very Good Quality and Very Good Presentation,1
I feel very well with it,1
I will buy some more,1
Love this shirt very nice quality and a good fit looked very smart sadly it was ordered for a funeral,1
The sleeves on this shirt were really short and the fit on the body was boxy,2
Not sure who this would actually fit,2
The shirt looks very good,1
It is to be sent as a present so can't say how it fits yet,0
Great value for money,1
Great fit,1
Washes well,1
Looks very nice on too,1
Good shirt but the delivery service was terrible,2
Bought for my dad,0
They're his favourite shirts,1
good material good value great thank you,1
Good fit round my larger body,1
Feels like good quality but not worn yet as using short sleeves,1
"OMG, what a brilliant quality/ fit shirt for knocking around in",1
You could easily wear it with a suit and tie if you don?ôt mind a single cuff,1
Well made,1
Smaller than a 4x should be,2
Tight round chest,2
My other 4x fits fine,0
Beautiful blue shirt ?ëå,1
Greatly value for money and a perfect fit,1
Quality,1
Excellent fit,1
And goes with my suit,1
Smooth and comfy,1
Haven?ôt wished it yet so don?ôt know post wash condition,0
I'm not sure what others are complaining about regarding the sizing,0
"It fits my fat belly perfectly well, and I received exactly what i was expecting",1
Neck size 18,0
5 matches up very well with other shirts I have of that size,1
More than enough room in the body,1
This is not slim-fit at all,1
"Material seems a little flimsy, but not too bad",0
Certainly nothing to complain about for the price,1
We'll see how well and long it lasts,0
"Any better than 6 months and I'd say it's worth the money, though I'd rather spend more for something that will last longer",0
Only complaint is that there are little plastic bits in the collar to keep it pointed,2
"My collar only had one of these in place, as the little pocket for them is left open on one end",2
Must have fallen out somewhere along the way,2
These shirts are a really good deal,1
"They fit as expected, though they're a little long",0
"Shouldn't pose a problem, though",0
"Material is nice, will probably work well in the warmer weather",1
"It looks sharp, will do very nicely for the office",1
Wish there was some way to be notified when the other colours I want in my size come back in stock,0
This product appears and feels on the cheap side,1
"But for $26 it is not bad, I just expected more",2
"If Amazon Essentials were to come out with a premium line, that likely would be better",0
"Would I purchase again, no",2
I have not tried other AE clothing products and not sure I would further,2
My wrinkle free non iron shirt arrived rolled up in a ball in a very small bag,2
see photo,0
Terrible packaging by amazon had to pay $5 for dry cleaning to get all the wrinkles out,2
So much for wrinkle free,2
Very nice shirt,1
"Given its low price, I was expecting only a reasonably made product, but the quality of the shirt actually exceeds my expectation",1
The colour of the real thing is darker than the picture and looks better in real thing,2
this is the regular size that I take but the body on these shirts was a little bit narrower than all my others,2
"Also, it was not as wrinkle free as I had hoped and collar absorbs neck skin oil very quickly",2
I AM USED TO BUYING SHIRTS BY LARGE XLARGE OR XXLARGE - FOUND IT VERY HARD TO BUY BY NECK SIZE TO HAD TO RETURN AS IT TURNED OUT TO ONLY A SMALL SIZE,2
Love it,1
I like that fact that I can choose a shorter sleeve,1
I wear medium size shirt from local store,0
Usually the sleeves are too long,0
"Very good shirt for the price, sleeve is a bit too long but other than that don?ôt hesitate",1
Very excellent well priced shirt,1
Doesn't shrink,1
Perfect size,1
Nice clean business casual shirt,1
Collar doesn't curl up after wash,1
So  I will repeat purchases,1
Cotton is decent but not great by any means,0
At the price point that this shirt sells at I give it a pass though,1
Es una camisa 100% algod√≥n de muy buena calidad,1
Great shirt winklefree after wash,1
Tailored well with stiffness around neck and wrists as expected,1
fabric is very thin and translucent [see through],2
Not a problem for me as I keep my coat on when visiting clients,0
Great,1
Too small,2
Perfect and have done 2 washes,1
has kept up,1
I feel the sleeves are about a inch short,2
A+,1
A little tight in the chest given the neck and sleeve size,2
Good price,1
Overall a nice shirt,1
Fits as expected and washes wrinkle free,1
Wife is happy,1
"Consegna perfetta, camicia elegante, buon cotone",1
Parfait selon monchoixo,1
"Fit is perfect, material is perfect",1
"Good quality, perfect fit, great price",1
I am very happy with this purchase,1
This is one of the best clothing items I've ordered on Amazon,1
Nice shirt and material however it was too small,0
Good value for the price,1
nice shirt,1
Passt wie erwartet,1
Two shirts ordered fit well,1
Two did not fit at all,2
"Semble de bonne qualit√©, col avec baleines ce qui n'est plus courant",1
Taille bien,1
A voir la tenue dans le temps apr√®s lavages,0
"N√©anmoins le ""Guide des tailles"" Amazon n'est pas claire",2
i like that there was no pins and packing,1
Good value,1
Great value,1
Fit perfectly,1
Ok,1
"Fit well, good quality",1
It is good,1
?ù„ÅÜ??ÅØÁßÅ„Å†?ë„Åã?™Ôºü,0
Â∞ë„ÅóÂ§ß„Åç?Å„ÄÅË®±ÂÆπÁØÑ?≤„Åß??,0
?®„Å¶?ÇËêΩ?°Á??èËâ≤?ß„Åó??,0
Ê¥óÊøØ?Ç„Åó?Ñ„Åô?è„Åó?è„Å´?™„Çä?•„Çâ?Ñ„Åß??,0
